time,size,sex
1986.6648140709972,540,F
1986.8703370071341,541,F
1986.8721520825868,542,F
1986.9743894519468,543,F
1987.034791851222,544,F
1987.0906234600611,545,F
1987.2189525128558,546,F
1987.309124352132,547,F
1987.509478276808,548,F
1987.5103991323374,549,F
1987.5155487881223,550,F
1987.714185794644,551,F
1987.8905916122949,552,F
1988.000809665214,553,F
1988.066005503825,554,F
1988.1964727776644,555,F
1988.2025542728104,556,F
1988.2856180942679,557,F
1988.3320655006141,558,F
1988.6297487289503,559,F
1988.7263643123395,560,F
1988.7873358429847,561,F
1988.9824753747398,562,F
1989.0501462897805,563,F
1989.1801071017426,564,F
1989.2112362450644,565,F
1989.2226106855649,566,F
1989.2478690368591,567,F
1989.3231128604793,568,F
1989.4019912732088,569,F
1989.5334775112638,570,F
1989.571086635857,571,F
1990.1011354334694,572,F
1990.1830468853225,573,F
1990.301958454455,574,F
1990.376733859007,575,F
1990.8513924494137,576,F
1990.9500291410368,577,F
1991.0161312465648,578,F
1991.0196276397091,579,F
1991.0440780172921,580,F
1991.0602788953022,581,F
1991.235989883557,582,F
1991.3012472487608,583,F
1991.3446131780518,584,F
1991.3949015461453,585,F
1991.4690321860057,586,F
1991.704008459411,587,F
1991.7095781546195,588,F
1991.777230967512,589,F
1991.8650534711908,590,F
1991.8671998437103,591,F
1992.0058253009977,592,F
1992.1615114117906,593,F
1992.1744099267034,594,F
1992.208069828646,595,F
1992.2670495159596,596,F
1992.333354495834,597,F
1992.3438016189605,598,F
1992.3647443735747,599,F
1992.4848868161944,600,F
1992.542909536287,601,F
1992.6796018047064,602,F
1992.8914169324103,603,F
1993.003477117293,604,F
1993.1070542842701,605,F
1993.1625355813767,606,F
1993.2387956213515,607,F
1993.2570608213287,608,F
1993.3182405398056,609,F
1993.3725823378393,610,F
1993.423285251514,611,F
1993.5821598522487,612,F
1993.6160899466327,613,F
1993.6280081609384,614,F
1993.7507765279147,615,F
1993.8240503894635,616,F
1993.8622377943575,617,F
1993.901478124272,618,F
1993.9245848407227,619,F
1993.998926042189,620,F
1994.05558225279,621,F
1994.246899878901,622,F
1994.2789824487888,623,F
1994.2939910816644,624,F
1994.375191760526,625,F
1994.3819733617006,626,F
1994.3835415826732,627,F
1994.4278322350267,628,F
1994.602439578058,629,F
1994.7663295653836,630,F
1994.7726703181163,631,F
1994.8404159233694,632,F
1994.916520209348,633,F
1994.9347400369097,634,F
1994.992206158649,635,F
1995.0757015208458,636,F
1995.3272987789217,637,F
1995.3530369844998,638,F
1995.4738629361696,639,F
1995.5288594611573,640,F
1995.5876383347386,641,F
1995.7221288250769,642,F
1995.811093274677,643,F
1995.8596126237212,644,F
1995.8900014881704,645,F
1996.0158185874711,646,F
1996.0361574635783,647,F
1996.0824590659024,648,F
1996.1903547235524,649,F
1996.2323535207292,650,F
1996.3536818308644,651,F
1996.4991035722583,652,F
1996.5302730853543,653,F
1996.5417899538893,654,F
1996.554313609667,655,F
1996.6045924198284,656,F
1996.6386449169952,657,F
1996.8989803952409,658,F
1996.9747278922387,659,F
1996.9762640135827,660,F
1997.0214538757657,661,F
1997.1753025763578,662,F
1997.1875130046685,663,F
1997.214836996186,664,F
1997.2280749084966,665,F
1997.2282359699825,666,F
1997.2744235547461,667,F
1997.2873496881082,668,F
1997.3362231856663,669,F
1997.4066619449989,670,F
1997.4278375555873,671,F
1997.4306378605784,672,F
1997.5496262423896,673,F
1997.59361114164,674,F
1997.6651371074709,675,F
1997.6675585748665,676,F
1997.7039426581732,677,F
1997.786618220741,678,F
1997.933946014081,679,F
1998.0008127538013,680,F
1998.0264349134839,681,F
1998.2216771267563,682,F
1998.2714801065576,683,F
1998.38184955771,684,F
1998.4854062350098,685,F
1998.5417725528234,686,F
1998.5605668942878,687,F
1998.5983190170487,688,F
1998.6377567123118,689,F
1998.6490232519138,690,F
1998.6746970832219,691,F
1998.724371803934,692,F
1998.7460838242077,693,F
1998.756030133314,694,F
1998.7850466029665,695,F
1998.8562093020075,696,F
1998.8797314087203,697,F
1998.9222330881748,698,F
1998.937822076306,699,F
1999.106161828849,700,F
1999.1092843524846,701,F
1999.1507322822658,702,F
1999.2125649343436,703,F
1999.3591603036314,704,F
1999.3964694817646,705,F
1999.4005713929894,706,F
1999.4683101030894,707,F
1999.5286292520498,708,F
1999.5643732803744,709,F
1999.5863733420674,710,F
1999.6107735223554,711,F
1999.6388473194938,712,F
1999.646526536522,713,F
1999.6759730161411,714,F
1999.7761100501261,715,F
1999.83890602686,716,F
1999.872702525809,717,F
1999.9168050124435,718,F
1999.958783661897,719,F
